City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Gobabis,NA,-22.45,18.9667,65.88,28,4,10.71,clear sky
1,Ushuaia,AR,-54.8,-68.3,40.66,60,40,9.22,scattered clouds
2,San Patricio,US,28.017,-97.5169,76.84,76,19,8.97,few clouds
3,Banjarmasin,ID,-3.3244,114.591,88.72,62,88,0.94,overcast clouds
4,Tiksi,RU,71.6872,128.8694,-9.13,96,100,8.57,overcast clouds
5,Kayes,ML,14.0,-11.0,73.2,16,0,1.41,clear sky
6,Saskylakh,RU,71.9167,114.0833,-14.1,97,96,6.44,overcast clouds
7,Cidreira,BR,-30.1811,-50.2056,62.76,87,2,3.56,clear sky
8,Hasaki,JP,35.7333,140.8333,72.28,50,24,17.58,few clouds
9,Bambous Virieux,MU,-20.3428,57.7575,75.22,68,8,9.57,clear sky
10,Fairhope,US,30.523,-87.9033,65.68,67,0,6.91,clear sky
11,Vega De Alatorre,MX,20.0333,-96.6333,75.36,81,0,2.95,clear sky
12,Bathsheba,BB,13.2167,-59.5167,79.41,89,20,13.8,few clouds
13,Albany,US,42.6001,-73.9662,44.46,55,0,3.36,clear sky
14,Kapaa,US,22.0752,-159.319,78.48,75,75,14.97,broken clouds
15,Avarua,CK,-21.2078,-159.775,77.05,73,75,14.97,broken clouds
16,Barcelona,ES,41.3888,2.159,60.67,81,75,4.61,moderate rain
17,Atuona,PF,-9.8,-139.0333,77.29,74,63,17.49,broken clouds
18,Busselton,AU,-33.65,115.3333,63.55,74,99,14.85,overcast clouds
19,Kahului,US,20.8947,-156.47,82.42,67,40,14.97,scattered clouds
20,Asau,RO,46.4333,26.4,40.28,84,51,4.63,broken clouds
21,Faanui,PF,-16.4833,-151.75,79.39,77,99,14.88,light rain
22,Saldanha,ZA,-33.0117,17.9442,56.39,78,0,8.7,clear sky
23,Punta Arenas,CL,-53.15,-70.9167,39.31,70,0,9.22,clear sky
24,Kruisfontein,ZA,-34.0033,24.7314,56.88,76,100,5.79,overcast clouds
25,Fare,PF,-16.7,-151.0167,79.09,77,100,14.07,light rain
26,Fortuna,US,40.5982,-124.1573,45.99,93,0,3.44,clear sky
27,Lebu,CL,-37.6167,-73.65,54.59,84,67,17.4,broken clouds
28,Camopi,GF,3.1655,-52.3158,72.3,99,100,0.85,overcast clouds
29,Meulaboh,ID,4.1363,96.1285,82.0,76,55,2.19,broken clouds
30,Coahuayana,MX,18.7333,-103.6833,75.15,93,5,1.3,clear sky
31,Rikitea,PF,-23.1203,-134.9692,73.18,87,100,10.94,overcast clouds
32,Jamestown,US,42.097,-79.2353,54.99,29,0,14.97,clear sky
33,Haines Junction,CA,60.7522,-137.5108,17.58,97,100,2.17,overcast clouds
34,Codrington,AU,-38.2667,141.9667,73.53,72,100,20.92,moderate rain
35,Plerin,FR,48.5425,-2.7798,48.43,94,1,4.0,clear sky
36,Broome,US,42.2506,-75.833,44.98,57,0,6.91,clear sky
37,Carnarvon,AU,-24.8667,113.6333,69.91,57,92,13.94,overcast clouds
38,Balkhash,KZ,46.844,74.9804,30.81,86,40,8.95,scattered clouds
39,Port Hardy,CA,50.6996,-127.4199,34.77,73,36,1.74,scattered clouds
40,Pevek,RU,69.7008,170.3133,-5.75,99,100,3.49,overcast clouds
41,Vaini,TO,-21.2,-175.2,80.76,83,75,10.36,broken clouds
42,Chuy,UY,-33.6971,-53.4616,57.4,94,61,6.17,broken clouds
43,Kupang,ID,-10.1667,123.5833,88.38,79,75,5.75,broken clouds
44,Fairview,US,40.8126,-73.999,51.22,74,0,11.01,clear sky
45,Vaitape,PF,-16.5167,-151.75,79.48,77,100,15.01,light rain
46,Komsomolskiy,UZ,40.4272,71.7189,32.72,86,3,6.91,clear sky
47,New Norfolk,AU,-42.7826,147.0587,81.91,31,66,7.0,broken clouds
48,Hilo,US,19.7297,-155.09,75.11,88,20,8.05,moderate rain
49,Urengoy,RU,65.9667,78.3667,-14.67,100,45,0.74,scattered clouds
50,Pran Buri,TH,12.3847,99.9098,81.0,66,54,10.54,broken clouds
51,Padang,ID,-0.9492,100.3543,82.45,79,100,1.03,overcast clouds
52,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,95,100,30.87,overcast clouds
53,Woodward,US,36.4337,-99.3904,70.83,75,0,25.32,clear sky
54,Lata,PT,40.1629,-8.3327,56.07,92,1,2.46,clear sky
55,Ust-Tsilma,RU,65.441,52.1498,30.65,97,100,4.94,overcast clouds
56,Chokurdakh,RU,70.6333,147.9167,-8.93,99,100,8.46,overcast clouds
57,Vitim,RU,59.4511,112.5578,20.82,89,100,13.11,light snow
58,Pamanukan,ID,-6.2842,107.8106,85.41,65,72,8.34,broken clouds
59,Kijang,KR,35.2442,129.2139,66.96,27,99,3.18,overcast clouds
60,Saint Simons,US,31.1352,-81.3901,68.04,82,100,25.32,overcast clouds
61,Mataura,NZ,-46.1927,168.8643,58.48,31,0,5.3,clear sky
62,Hithadhoo,MV,-0.6,73.0833,81.84,73,85,13.51,overcast clouds
63,Ponta Do Sol,PT,32.6667,-17.1,68.63,83,31,2.89,scattered clouds
64,Hobart,AU,-42.8794,147.3294,82.27,45,0,18.41,clear sky
65,Oktyabrskoye,RU,43.0645,44.7417,32.14,100,100,4.47,overcast clouds
66,Ahipara,NZ,-35.1667,173.1667,70.09,69,83,4.03,broken clouds
67,Cape Town,ZA,-33.9258,18.4232,59.92,68,0,10.0,clear sky
68,Verkhoyansk,RU,67.5447,133.385,-8.27,97,97,2.19,overcast clouds
69,Mayo,US,38.8876,-76.5119,53.94,82,0,3.44,clear sky
70,Barras,BR,-4.2444,-42.2944,74.28,84,92,3.2,overcast clouds
71,High Level,CA,58.5169,-117.136,2.52,96,43,2.95,scattered clouds
72,East London,ZA,-33.0153,27.9116,64.11,78,100,5.84,light rain
73,Dikson,RU,73.5069,80.5464,-4.23,100,33,11.48,scattered clouds
74,Tashara,RU,55.5195,83.5094,27.52,92,100,11.32,light snow
75,Iralaya,HN,15.0,-83.2333,76.96,82,78,8.7,broken clouds
76,Pastavy,BY,55.1168,26.8326,44.96,87,100,8.93,overcast clouds
77,Tasiilaq,GL,65.6145,-37.6368,33.96,78,100,7.96,overcast clouds
78,Saint George,US,37.1041,-113.5841,46.99,62,0,3.44,clear sky
79,Zhigansk,RU,66.7697,123.3711,-5.39,96,100,13.27,overcast clouds
80,Egvekinot,RU,66.3167,-179.1667,13.53,94,100,4.59,overcast clouds
81,Bethel,US,41.3712,-73.414,49.66,82,0,1.01,clear sky
82,Paamiut,GL,61.994,-49.6678,17.46,78,100,7.47,overcast clouds
83,Mount Gambier,AU,-37.8333,140.7667,72.5,62,100,10.27,overcast clouds
84,Belgrade,RS,44.804,20.4651,47.43,96,11,1.14,mist
85,Smolenskaya,RU,44.7887,38.8018,37.22,83,7,1.74,clear sky
86,Elizabeth City,US,36.2946,-76.2511,60.8,86,100,17.27,overcast clouds
87,Albertville,US,34.2676,-86.2089,59.76,57,0,4.61,clear sky
88,Ulladulla,AU,-35.35,150.4667,70.25,57,1,15.84,clear sky
89,Upernavik,GL,72.7868,-56.1549,5.22,71,99,5.39,overcast clouds
90,Khatanga,RU,71.9667,102.5,-5.73,99,100,5.37,overcast clouds
91,Butaritari,KI,3.0707,172.7902,81.79,71,100,19.66,overcast clouds
92,Saint-Philippe,RE,-21.3585,55.7679,72.99,72,58,6.71,broken clouds
93,Provideniya,RU,64.3833,-173.3,26.71,80,100,4.47,shower snow
94,Cabedelo,BR,-6.9811,-34.8339,77.67,79,70,10.67,broken clouds
95,Lahij,YE,13.1667,44.5833,70.63,87,0,5.12,clear sky
96,Cabo San Lucas,MX,22.8909,-109.9124,76.6,67,75,10.36,broken clouds
97,Port Elizabeth,ZA,-33.918,25.5701,59.09,70,90,8.57,overcast clouds
98,Avera,US,33.194,-82.5271,61.38,60,81,16.02,broken clouds
99,Vila Velha,BR,-20.3297,-40.2925,69.94,92,20,3.44,moderate rain
100,George Town,MY,5.4112,100.3354,85.95,77,20,9.22,few clouds
101,Suntar,RU,62.1444,117.6319,20.68,92,100,9.93,overcast clouds
102,Tazovskiy,RU,67.4667,78.7,-6.45,99,84,6.8,broken clouds
103,Chumikan,RU,54.7183,135.315,21.27,75,24,19.46,few clouds
104,Parit Raja,MY,1.8681,103.1124,78.19,89,100,4.45,moderate rain
105,Mitchell,US,43.7094,-98.0298,37.38,98,100,5.75,mist
106,Loei,TH,17.4167,101.5,67.37,59,100,2.57,overcast clouds
107,Kidodi,TZ,-7.6036,37.0044,73.99,84,98,1.81,overcast clouds
108,Palmer,US,42.1584,-72.3287,43.66,75,0,8.05,clear sky
109,Belaya Gora,RU,68.5333,146.4167,-22.05,98,29,3.56,scattered clouds
110,Czluchow,PL,53.6672,17.3588,46.83,92,100,8.57,overcast clouds
111,Arraial Do Cabo,BR,-22.9661,-42.0278,70.16,88,100,20.38,light rain
112,Airai,TL,-8.9266,125.4092,73.24,62,84,2.15,broken clouds
113,Ponferrada,ES,42.5466,-6.5962,55.96,98,74,1.01,broken clouds
114,Shagamu,NG,6.8432,3.6478,76.78,92,94,2.44,overcast clouds
115,Te Anau,NZ,-45.4167,167.7167,65.17,36,1,2.71,clear sky
116,Thompson,CA,55.7435,-97.8558,8.76,78,75,9.22,broken clouds
117,Sinjar,IQ,36.3209,41.8754,59.59,57,89,5.08,overcast clouds
118,Narsaq,GL,60.9167,-46.05,34.02,85,100,2.53,overcast clouds
119,Salta,AR,-24.7859,-65.4117,68.59,57,2,3.0,smoke
120,Lagoa,PT,39.05,-27.9833,67.87,86,90,25.72,overcast clouds
121,Neyshabur,IR,36.2133,58.7958,43.97,24,0,0.25,clear sky
122,Ekibastuz,KZ,51.6667,75.3667,26.64,83,99,14.41,overcast clouds
123,Honavar,IN,14.2833,74.45,79.83,57,6,7.38,clear sky
124,Port Alfred,ZA,-33.5906,26.891,59.18,97,100,11.07,overcast clouds
125,Shelburne,CA,44.0787,-80.2041,57.65,41,4,16.58,clear sky
126,Aborlan,PH,9.4352,118.5492,86.07,72,100,5.1,overcast clouds
127,Eureka,US,40.8021,-124.1637,46.26,95,5,4.5,clear sky
128,Kirakira,SB,-10.4544,161.9205,83.03,81,100,7.47,overcast clouds
129,Tuktoyaktuk,CA,69.4541,-133.0374,15.8,92,75,8.05,broken clouds
130,Bonthe,SL,7.5264,-12.505,77.94,82,2,4.68,clear sky
131,Hamilton,US,39.1834,-84.5333,61.65,43,0,11.5,clear sky
132,Tessalit,ML,20.1986,1.0114,69.69,15,51,9.37,broken clouds
133,Saint-Nazaire,FR,47.2833,-2.2,45.34,100,2,3.44,fog
134,Vanavara,RU,60.34,102.2797,21.43,88,100,11.79,overcast clouds
135,Gimli,CA,50.6336,-96.9907,17.62,79,100,13.8,overcast clouds
136,Corrales,US,35.2378,-106.6067,59.36,28,1,8.01,clear sky
137,Sechura,PE,-5.5569,-80.8222,63.59,82,78,12.5,broken clouds
138,Talnakh,RU,69.4865,88.3972,4.21,99,100,7.74,overcast clouds
139,Qaanaaq,GL,77.484,-69.3632,-7.4,61,95,6.49,overcast clouds
140,Husavik,IS,66.0449,-17.3389,41.47,99,100,9.4,overcast clouds
141,Tunceli,TR,39.1083,39.5471,49.51,76,99,3.38,overcast clouds
142,Victoria,HK,22.2855,114.1577,80.96,76,14,5.99,few clouds
143,Dourados,BR,-22.2211,-54.8056,67.53,59,17,5.35,few clouds
144,Castro,BR,-24.7911,-50.0119,55.87,68,6,1.97,clear sky
145,Wewak,PG,-3.5534,143.6268,82.26,77,95,1.74,light rain
146,Kavieng,PG,-2.5744,150.7967,85.1,67,62,5.53,broken clouds
147,Saint-Augustin,CA,51.226,-58.6502,29.34,35,75,8.3,broken clouds
148,Ribeira Grande,PT,38.5167,-28.7,69.78,91,100,21.0,overcast clouds
149,Berlevag,NO,70.8578,29.0864,33.8,80,100,6.91,overcast clouds
150,Grindavik,IS,63.8424,-22.4338,39.67,93,75,11.5,light intensity drizzle
151,Puerto Quijarro,BO,-17.7833,-57.7667,76.98,36,0,2.95,clear sky
152,Juneau,US,58.3019,-134.4197,32.22,85,100,8.05,overcast clouds
153,Kaitangata,NZ,-46.2817,169.8464,55.92,58,0,12.06,clear sky
154,Aksu,CN,41.1231,80.2644,41.97,41,7,1.63,clear sky
155,Bredasdorp,ZA,-34.5322,20.0403,56.89,68,35,8.86,scattered clouds
156,Nikolskoye,RU,59.7035,30.7861,49.91,94,100,8.55,overcast clouds
157,Iqaluit,CA,63.7506,-68.5145,11.93,73,100,11.5,light snow
158,Imeni Poliny Osipenko,RU,52.4201,136.4853,28.2,49,4,3.38,clear sky
159,Port Augusta,AU,-32.5,137.7667,85.28,29,1,10.45,clear sky
160,Souillac,MU,-20.5167,57.5167,73.78,73,20,5.75,few clouds
161,Sur,OM,22.5667,59.5289,80.42,52,0,0.78,clear sky
162,Atar,MR,20.5169,-13.0499,76.64,17,0,6.38,clear sky
163,Whitstable,GB,51.3607,1.0257,53.58,91,8,3.0,clear sky
164,Kailua,US,21.4022,-157.7394,80.58,69,0,5.01,clear sky
165,Nouadhibou,MR,20.931,-17.0347,69.33,77,56,10.22,broken clouds
166,Yellowknife,CA,62.456,-114.3525,9.12,85,100,12.66,light shower snow
167,Poum,NC,-20.2333,164.0167,77.23,74,3,23.13,clear sky
168,Moree,AU,-29.4667,149.85,78.82,33,11,4.99,few clouds
169,Mar Del Plata,AR,-38.0023,-57.5575,61.88,91,0,14.0,clear sky
170,Abha,SA,18.2164,42.5053,58.82,44,0,5.75,clear sky
171,Varhaug,NO,58.6147,5.6457,49.55,87,96,13.04,overcast clouds
172,Ilulissat,GL,69.2167,-51.1,8.62,61,75,10.36,broken clouds
173,Lorengau,PG,-2.0226,147.2712,83.3,73,98,2.77,overcast clouds
174,Nishihara,JP,26.1842,127.7558,74.48,83,75,10.36,broken clouds
175,Mahebourg,MU,-20.4081,57.7,75.25,73,20,5.75,few clouds
176,Puerto Ayora,EC,-0.7393,-90.3518,67.55,90,38,4.0,scattered clouds
177,Cherskiy,RU,68.75,161.3,-3.15,97,100,8.57,overcast clouds
178,Ancud,CL,-41.8697,-73.8203,50.9,95,100,0.54,light rain
179,Nelson Bay,AU,-32.7167,152.15,72.0,55,3,14.34,clear sky
180,Luderitz,NA,-26.6481,15.1594,56.82,81,4,13.29,clear sky
181,Erzin,TR,36.9559,36.2,59.18,66,78,4.16,broken clouds
182,Diffa,NE,13.3154,12.6113,73.78,23,31,7.67,scattered clouds
183,Leningradskiy,RU,69.3833,178.4167,-0.15,86,100,4.65,overcast clouds
184,Kodiak,US,57.79,-152.4072,36.91,87,100,19.57,light rain
185,Ixtapa,MX,20.7,-105.2,78.03,83,40,0.0,scattered clouds
186,Isla Mujeres,MX,21.2311,-86.731,73.45,80,4,7.05,moderate rain
187,Panaba,MX,21.2833,-88.2667,72.14,84,0,5.66,clear sky
188,Nioro,GM,13.35,-15.75,73.94,84,1,4.76,clear sky
189,Katsuura,JP,35.1333,140.3,69.82,53,1,18.79,clear sky
190,Abu Samrah,SY,35.3029,37.1841,55.09,78,16,5.55,few clouds
191,Raga,SS,8.4596,25.678,70.3,31,83,2.53,broken clouds
192,Ishurdi,BD,24.1333,89.0833,79.05,60,0,5.35,clear sky
193,Hella,NO,67.2,14.4333,34.88,67,75,17.27,broken clouds
194,Aranos,NA,-24.1333,19.1167,65.01,25,2,9.8,clear sky
195,Quang Ngai,VN,15.1167,108.8,81.25,77,48,7.92,scattered clouds
196,Deputatskiy,RU,69.3,139.9,-9.17,94,100,4.29,overcast clouds
197,Vila,PT,42.0304,-8.1588,49.08,95,93,3.62,overcast clouds
198,Issia,CI,6.4922,-6.5856,69.89,98,20,2.91,few clouds
199,Ugu,IN,26.7833,80.3333,74.93,55,0,1.01,clear sky
200,Lasa,IT,46.6166,10.7002,43.36,99,100,4.52,overcast clouds
201,Port Hedland,AU,-20.3167,118.5667,82.45,51,0,18.41,clear sky
202,Huangnihe,CN,43.5583,128.0239,48.02,60,54,3.47,broken clouds
203,Isangel,VU,-19.55,169.2667,84.31,84,75,4.61,broken clouds
204,Krasnoselkup,RU,65.7,82.4667,-17.77,100,43,1.86,scattered clouds
205,Cartagena,CO,10.3997,-75.5144,76.62,94,40,2.3,scattered clouds
206,Waki,JP,34.0667,134.15,69.62,48,18,3.2,few clouds
207,Yuzhno-Kurilsk,RU,44.0306,145.8556,47.98,60,100,23.15,overcast clouds
208,Makurdi,NG,7.7411,8.5121,74.01,66,97,3.6,overcast clouds
209,Ocos,GT,14.5094,-92.1933,75.38,75,6,0.2,clear sky
210,Bilma,NE,18.6853,12.9164,66.78,30,0,8.55,clear sky
211,Shingu,JP,33.7333,135.9833,66.65,70,91,5.99,overcast clouds
212,Kikwit,CD,-5.041,18.8162,68.2,99,100,1.74,overcast clouds
213,Constitucion,CL,-35.3333,-72.4167,54.52,93,61,11.36,broken clouds
214,Hermanus,ZA,-34.4187,19.2345,57.79,74,2,11.63,clear sky
215,Aklavik,CA,68.2191,-135.0107,16.34,85,100,17.76,overcast clouds
216,Opuwo,NA,-18.0607,13.84,62.01,45,3,4.05,clear sky
217,Pringsewu,ID,-5.3582,104.9744,81.86,76,100,1.66,overcast clouds
218,Naples Park,US,26.2617,-81.8093,71.58,59,100,17.27,overcast clouds
219,Olga,RU,43.7444,135.2892,46.33,34,63,9.69,broken clouds
220,Coruripe,BR,-10.1256,-36.1756,75.24,86,12,6.89,few clouds
221,Cleveland,US,41.4995,-81.6954,60.55,31,0,10.36,clear sky
222,Ostrovnoy,RU,68.0531,39.5131,35.17,91,100,7.67,overcast clouds
223,Akhisar,TR,38.9185,27.8401,44.31,71,0,4.18,clear sky
224,Itarema,BR,-2.9248,-39.9167,77.97,79,99,11.43,overcast clouds
225,Gazojak,TM,41.1875,61.4036,38.12,64,0,9.4,clear sky
226,Port Moresby,PG,-9.4431,147.1797,90.82,55,40,19.57,haze
227,Oranjemund,NA,-28.55,16.4333,57.33,92,7,10.67,clear sky
228,Portland,US,45.5234,-122.6762,44.76,83,100,0.0,overcast clouds
229,Severo-Kurilsk,RU,50.6789,156.125,39.34,84,100,20.96,overcast clouds
230,Yarim,YE,14.298,44.3779,49.68,65,0,4.54,clear sky
231,Puri,IN,19.8,85.85,77.52,62,40,8.95,scattered clouds
232,Okhotsk,RU,59.3833,143.3,8.33,63,2,19.28,clear sky
233,San Luis,AR,-33.295,-66.3356,73.81,38,64,19.75,broken clouds
234,Boa Vista,BR,2.8197,-60.6733,75.18,88,20,4.61,light rain
235,Barrow,US,71.2906,-156.7887,28.42,74,0,18.41,clear sky
236,Garissa,KE,-0.4536,39.6401,76.42,82,59,10.56,broken clouds
237,Namibe,AO,-15.1961,12.1522,64.72,81,27,9.08,scattered clouds
238,Bajil,YE,15.0584,43.2851,79.32,73,5,4.14,clear sky
239,Taltal,CL,-25.4,-70.4833,60.37,79,1,2.86,clear sky
240,Salinopolis,BR,-0.6136,-47.3561,77.41,80,53,9.69,broken clouds
241,Dunedin,NZ,-45.8742,170.5036,55.8,61,1,5.99,clear sky
242,Iguape,BR,-24.7081,-47.5553,66.15,88,71,1.83,broken clouds
243,Torres,BR,-29.3353,-49.7269,62.83,92,9,6.04,clear sky
244,Hammerfest,NO,70.6634,23.6821,32.45,86,0,12.66,clear sky
245,Norman Wells,CA,65.282,-126.8329,10.44,85,20,6.91,few clouds
246,Bluff,NZ,-46.6,168.3333,58.8,62,0,17.45,clear sky
247,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.33,93,100,6.64,overcast clouds
248,Biak,ID,-0.9131,122.8766,83.73,67,95,1.74,overcast clouds
249,Levashovo,RU,60.1022,30.2131,49.98,93,100,9.69,light rain
250,Sasaram,IN,24.951,84.0149,74.03,48,0,1.9,clear sky
251,Sesheke,ZM,-17.4759,24.2968,68.32,80,48,5.88,scattered clouds
252,Cachoeira Do Sul,BR,-30.0392,-52.8939,55.53,96,4,4.79,clear sky
253,Ouricuri,BR,-7.8825,-40.0817,78.17,61,92,1.86,overcast clouds
254,Yecla,ES,38.6137,-1.1147,51.78,75,0,5.82,clear sky
255,Mount Isa,AU,-20.7333,139.5,94.77,29,40,12.66,scattered clouds
256,Santa Maria,BR,-29.6842,-53.8069,57.97,86,19,8.03,few clouds
257,Tarragona,ES,41.129,1.249,61.32,74,0,4.61,clear sky
258,Plainview,US,40.7765,-73.4673,52.47,77,2,5.84,clear sky
259,Neuquen,AR,-38.9516,-68.0591,62.49,77,0,2.3,light rain
260,Dalen,NL,52.6992,6.7556,49.05,88,69,8.01,broken clouds
261,Melbu,NO,68.5044,14.8297,35.42,60,7,4.61,clear sky
262,Villa Carlos Paz,AR,-31.4241,-64.4978,70.39,33,51,1.99,broken clouds
263,Henties Bay,NA,-22.116,14.2845,57.04,93,1,4.25,clear sky
264,Snezhnogorsk,RU,69.1933,33.2531,26.38,88,98,7.87,overcast clouds
265,Mweka,CD,-4.85,21.5667,65.86,98,100,1.34,overcast clouds
266,Oyama,JP,36.3,139.8,72.59,41,64,3.31,broken clouds
267,Viedma,AR,-40.8135,-62.9967,67.28,48,100,10.0,overcast clouds
268,La Ronge,CA,55.1001,-105.2842,-5.55,84,20,3.44,few clouds
269,Boyolangu,ID,-8.1181,111.8935,83.52,72,85,3.76,overcast clouds
270,Los Alamos,US,35.8881,-106.307,50.56,30,0,18.41,clear sky
271,Marawi,PH,7.9986,124.2928,80.22,69,74,6.24,broken clouds
272,Kaka,TM,37.3482,59.6143,41.4,58,7,5.5,clear sky
273,Sonder Bjert,DK,55.4527,9.5674,48.15,100,30,6.91,scattered clouds
274,Anadyr,RU,64.75,177.4833,14.5,92,75,6.71,light snow
275,Ibra,OM,22.6906,58.5334,74.48,55,0,2.44,clear sky
276,Guilford,US,36.0668,-79.7998,55.51,69,75,8.05,broken clouds
277,Fairbanks,US,64.8378,-147.7164,16.14,89,20,0.0,few clouds
278,Elburg,NL,52.4475,5.8431,49.98,92,86,3.0,overcast clouds
279,Kuragino,RU,53.8975,92.6725,27.46,70,87,6.31,overcast clouds
280,Limon,CR,10.0,-83.0333,74.05,86,100,5.21,overcast clouds
281,Pangody,RU,65.85,74.4859,-6.57,95,12,5.3,few clouds
282,Saint-Pierre,RE,-21.3393,55.4781,77.58,57,0,4.61,clear sky
283,Cockburn Town,TC,21.4612,-71.1419,81.55,77,1,12.91,clear sky
284,Gladstone,AU,-23.85,151.25,78.73,41,40,18.41,scattered clouds
285,Khandbari,NP,27.3747,87.2039,66.36,59,5,1.5,clear sky
286,Mehamn,NO,71.0357,27.8492,33.75,80,75,11.5,broken clouds
287,Richards Bay,ZA,-28.783,32.0377,70.41,92,98,14.29,light rain
288,Sao Joaquim,BR,-28.2939,-49.9317,44.26,98,26,2.75,scattered clouds
289,Caravelas,BR,-17.7125,-39.2481,73.08,93,100,3.58,overcast clouds
290,Gorontalo,ID,0.5412,123.0595,89.4,58,100,4.03,overcast clouds
291,Balsas,BR,-7.5325,-46.0356,75.13,80,36,1.79,scattered clouds
292,Fort Nelson,CA,58.8053,-122.7002,-0.06,100,20,0.0,few clouds
293,Bay Saint Louis,US,30.3088,-89.33,64.42,55,0,8.05,clear sky
294,Ambovombe,MG,-25.1667,46.0833,74.8,68,2,4.38,clear sky
295,Kirovskiy,RU,45.0917,133.5136,39.49,42,53,6.42,broken clouds
296,Aswan,EG,24.0934,32.907,63.14,57,0,7.67,clear sky
297,Ullapool,GB,57.8987,-5.1604,59.34,89,100,25.32,light rain
298,Jinchang,CN,38.4953,102.1739,47.35,29,13,15.28,few clouds
299,Xichang,CN,27.8964,102.2634,62.31,66,5,3.0,clear sky
300,Coquimbo,CL,-29.9533,-71.3436,55.13,82,0,2.3,clear sky
301,Ambon,ID,-3.6954,128.1814,89.74,66,40,8.05,scattered clouds
302,Mersing,MY,2.4312,103.8405,76.91,94,40,4.61,thunderstorm with light rain
303,Bengkulu,ID,-3.8004,102.2655,80.17,79,99,3.29,moderate rain
304,Bafq,IR,31.6128,55.4107,55.11,39,95,0.78,overcast clouds
305,Nome,US,64.5011,-165.4064,33.87,70,100,8.05,overcast clouds
306,Sayyan,YE,15.1718,44.3244,50.94,38,2,3.31,clear sky
307,Faya,SA,18.3851,42.4509,59.11,67,21,2.82,few clouds
308,Carutapera,BR,-1.195,-46.02,74.46,89,10,4.94,clear sky
309,Hualmay,PE,-11.0964,-77.6139,63.23,85,11,7.72,few clouds
310,Bonavista,CA,48.6499,-53.1147,34.9,58,100,22.28,overcast clouds
311,Sorland,NO,67.667,12.6934,39.06,64,63,10.65,broken clouds
312,Torbay,CA,47.6666,-52.7314,34.75,68,75,14.97,broken clouds
313,Kokopo,PG,-4.352,152.2633,82.62,78,98,8.59,moderate rain
314,Gamba,GA,-2.65,10.0,75.9,90,100,7.92,moderate rain
315,Gat,IL,31.61,34.7642,60.4,76,0,2.75,clear sky
316,Port Hawkesbury,CA,45.6169,-61.3485,40.59,82,20,11.99,few clouds
317,Swift Current,CA,50.2834,-107.8014,2.21,85,100,8.05,overcast clouds
318,Oktyabrskiy,RU,54.4815,53.471,34.63,95,100,11.92,overcast clouds
319,Aztec,US,36.8222,-107.9929,39.11,77,89,16.15,overcast clouds
320,Banda Aceh,ID,5.5577,95.3222,82.83,73,92,8.48,light rain
321,Mecca,SA,21.4267,39.8261,74.75,61,13,2.89,few clouds
322,Trinidad,BO,-14.8333,-64.9,80.08,49,57,3.36,broken clouds
323,Wuning,CN,29.2589,120.2311,78.04,60,6,1.21,clear sky
324,Prince Rupert,CA,54.3161,-130.3201,35.29,59,100,16.11,overcast clouds
325,Sturgis,US,41.7992,-85.4192,62.4,42,0,9.22,clear sky
326,Sitka,US,57.0531,-135.33,35.49,75,100,13.8,light snow
327,Ulkan,RU,57.243,107.3223,22.44,83,92,7.96,overcast clouds
328,Cap Malheureux,MU,-19.9842,57.6142,76.46,64,7,5.99,clear sky
329,Teguise,ES,29.0605,-13.564,64.62,83,0,10.36,clear sky
330,Russell,US,32.3502,-85.1999,61.92,55,0,8.05,clear sky
331,Izhma,RU,65.0083,53.9113,30.79,97,100,3.98,overcast clouds
332,Winnemucca,US,40.973,-117.7357,26.65,80,0,3.44,clear sky
333,Urumqi,CN,43.801,87.6005,31.15,93,0,0.0,clear sky
334,Ko Samui,TH,9.5357,99.9357,87.71,70,20,13.8,few clouds
335,Nederland,US,29.9744,-93.9924,71.58,95,0,0.0,clear sky
336,Freeport,US,40.6576,-73.5832,52.97,77,20,8.05,few clouds
337,Koslan,RU,63.4564,48.8989,32.77,99,100,5.14,snow
338,Stonewall,CA,50.1344,-97.3268,19.78,76,100,13.24,overcast clouds
339,Vangaindrano,MG,-23.35,47.6,71.62,83,19,6.15,few clouds
340,Awjilah,LY,29.1081,21.2869,60.75,59,0,7.54,clear sky
341,Yerbogachen,RU,61.2767,108.0108,20.43,92,100,12.82,light snow
342,Tanout,NE,14.9709,8.8879,71.46,21,23,10.74,few clouds
343,Langsa,ID,4.4683,97.9683,84.07,72,94,3.0,moderate rain
344,Paris,FR,48.8534,2.3488,49.1,94,0,4.61,fog
345,Port Keats,AU,-14.25,129.55,92.25,53,53,11.12,broken clouds
346,San Quintin,MX,30.4833,-115.95,60.75,62,0,16.2,clear sky
347,Yulara,AU,-25.2406,130.9889,91.24,17,24,6.29,few clouds
348,Alofi,NU,-19.0595,-169.9187,80.49,65,75,12.66,broken clouds
349,Lima,PE,-12.0432,-77.0282,61.9,81,0,11.5,clear sky
350,Aliwal North,ZA,-30.6937,26.7114,55.35,71,95,6.22,overcast clouds
351,Anloga,GH,5.7947,0.8973,81.03,79,97,11.16,overcast clouds
352,Langfang,CN,39.5097,116.6947,60.76,53,36,6.11,scattered clouds
