City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
629,Waipawa,NZ,52.41,clear sky,-41.4122,175.5153,Tora Coastal Walk
630,Idlib,SY,55.96,overcast clouds,35.9306,36.6339,مركز تسيل للتجميل
633,Diamantino,BR,76.55,clear sky,-14.4086,-56.4461,Hotel Delta
634,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
636,Paragould,US,66.85,clear sky,36.0584,-90.4973,Linwood Motel
637,Syracuse,IT,62.19,few clouds,37.0881,15.2792,Hotel Posta
639,Kroya,ID,85.39,broken clouds,-7.6331,109.2461,Wisma Legoq Kost
640,Tateyama,JP,69.73,clear sky,34.9833,139.8667,Tateyama Seaside Hotel
641,Pontianak,ID,85.98,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
644,Brasileia,BR,78.73,broken clouds,-11.0161,-68.7481,Pousada Tobias
645,Green Valley,US,56.17,clear sky,31.8543,-110.9937,Best Western Green Valley Inn
646,Playa Del Carmen,MX,80.02,clear sky,20.6274,-87.0799,Hotel Kinbe
647,Grimmen,DE,50.99,overcast clouds,54.1121,13.0405,Golfpark Strelasund
648,Dinghai,CN,74.32,overcast clouds,26.2847,119.7936,Shanhai Hotel
649,Kant,IN,75.58,clear sky,27.8,79.8,Faheem Auto Service Centre
650,Parasia,IN,74.14,clear sky,22.2,78.7667,Hotel Navrang
651,Rocha,UY,53.85,broken clouds,-34.4833,-54.3333,Hotel Arrarte
652,Marsaxlokk,MT,57.81,few clouds,35.8419,14.5431,Water's Edge
653,Piranhas,BR,74.35,clear sky,-16.4269,-51.8222,Planalto Hotel
654,Sooke,CA,40.77,clear sky,48.3746,-123.7276,Hotel
655,Pacific Grove,US,50.11,few clouds,36.6177,-121.9166,Lovers Point Inn
656,Asosa,ET,58.75,few clouds,10.0667,34.5333,Blendana Hotel Assosa
657,Korem,ET,52.88,few clouds,12.5058,39.5228,Lakomeliza Hotel
659,Spencer,US,68.11,overcast clouds,43.1414,-95.1444,Reston Inn & Suites
661,North Bend,US,41.92,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
663,San Cristobal,VE,64.58,overcast clouds,7.7669,-72.225,Pirineos
664,Ormara,PK,79.68,clear sky,25.2088,64.6357,Kenara Colony House for Rent
665,Tarakan,ID,87.3,scattered clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
666,San Andres,CO,82.42,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
667,Raudeberg,NO,48.87,light rain,61.9875,5.1352,Nordre Silda.
668,Tabou,CI,77.05,few clouds,4.423,-7.3528,hotêl doufoulougou
669,Ahuimanu,US,80.31,clear sky,21.4447,-157.8378,Paradise Bay Resort
670,Goulburn,AU,71.06,clear sky,-34.75,149.7167,Alpine Heritage Motel
671,Wamba,NG,72.01,broken clouds,8.9333,8.6,Roma Zee Guest House Annex
673,Vao,NC,73.22,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
674,Makakilo City,US,79.12,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
675,Marion,US,61.57,clear sky,39.7684,-86.1555,Hilton Garden Inn Indianapolis Downtown
677,Khani,GE,40.57,overcast clouds,41.9563,42.9566,Guest House Kakasxidi სასტუმრო კაკასხიდი
678,Beira,MZ,73.49,mist,-19.8436,34.8389,Beira Terrace Hotel
679,Mantua,IT,54.64,light rain,45.1667,10.7833,Hotel la Favorita
681,Kavaratti,IN,82.96,broken clouds,10.5669,72.642,Green leaf
682,Apaseo El Alto,MX,60.75,clear sky,20.45,-100.6167,Hotel Gali
683,Patu,BR,78.67,overcast clouds,-6.11,-37.6367,Pousada Cidade do Sol
684,Bogo,PH,84.15,light rain,11.0517,124.0055,Acrige Apartelle
685,Linxia,CN,53.62,few clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
686,Ekpoma,NG,68.79,overcast clouds,6.7421,6.139,Jennifer
687,Boo,SE,48.11,broken clouds,59.3333,18.2833,Yasuragi
